fly_name,type,species,materials,tutorials
Pink Squirrel #14,Nymph,trout,hook: nymph #14; bead: gold tungsten bead; thread: 8/0 black; tail: pheasant tail fibers; body: chenille pink; thorax: hare's ear dubbing,
WD-40 #20,Nymph/Emerger,trout,hook: midge #20; thread: 8/0 gray; tail: wood duck flank; body: gray dubbing; wingcase: wood duck flank,
Driftless Scud (Olive) #16,Nymph,trout,hook: scud #16; thread: 8/0 olive; shellback: scud back olive; body: olive dubbing; rib: copper wire,
Robert's Yellow Drake #12,Dry,trout,hook: dry #12; thread: 8/0 yellow; tail: moose body hair; body: yellow dubbing; wing: mallard flank feathers,
Borcher's Drake #10,Dry,trout,hook: dry #10; thread: 6/0 tan; tail: moose body hair; body: tan dubbing; wing: calf tail white,
Au Sable Skater #14,Dry,trout,hook: dry #14; thread: 8/0 black; body: black thread; hackle: grizzly rooster (oversized),
Hexagenia Dun #6,Dry,trout,hook: dry #6 3xl; thread: 6/0 yellow; tail: moose body hair; body: yellow dubbing; wing: comparadun deer hair,
Isonychia Parachute #12,Dry,trout,hook: dry #12; thread: 6/0 brown; tail: microfibetts dun; body: isonychus dubbing; post: white poly yarn; hackle: grizzly + brown,
Grey Ghost #4,Streamer,trout;salmon,hook: streamer #4 6xl; thread: 6/0 black; body: orange floss; rib: silver tinsel; wing: grey mallard flank; shoulder: silver pheasant,
Black Ghost #6,Streamer,trout;salmon,hook: streamer #6 6xl; thread: 6/0 black; body: black floss; rib: silver tinsel; wing: white marabou; throat: yellow hackle fibers,
Nuke Egg (Orange) #10,Nymph,salmon;steelhead,hook: egg #10; thread: 6/0 orange; yolk: orange glo-bug yarn; veil: white glo-bug yarn,
Crystal Meth (Chartreuse) #12,Nymph,salmon;steelhead,hook: egg #12; thread: 6/0 chartreuse; body: chartreuse estaz,
Kaufmann's Stonefly (Black) #6,Nymph,salmon;steelhead;trout,hook: nymph #6 3xl; thread: 6/0 black; underbody: lead wire; tail: black goose biots; body: black dubbing; rib: copper wire; legs: black rubber legs; wingcase: thin skin black,
Hex Nymph #8,Nymph,salmon;steelhead,hook: nymph #8 3xl; thread: 6/0 tan; tail: tan marabou; body: tan dubbing; rib: gold wire; legs: partridge,
Steelhead Caddis (Green) #8,Nymph,steelhead,hook: nymph #8; thread: 8/0 green; body: green dubbing; rib: copper wire; head: black dubbing,
Intruder (Pink/Orange) #2,Streamer,salmon;steelhead,hook: intruder shank; hook: octopus #2; thread: 140d pink; body: pink dubbing; hackle: orange schlappen; wing: pink marabou,
Popsicle (Purple/Pink) #2,Streamer,salmon,hook: streamer #2; thread: 6/0 black; tail: pink marabou; body: purple chenille; wing: purple marabou,
Pike Bunny (Black/Red) #6/0,Streamer,pike;muskie,hook: saltwater #6/0; thread: 210d red; tail: magnum rabbit strip (black); body: red estaz; collar: black schlappen,
Whistler (Chartreuse) #3/0,Streamer,pike;muskie,hook: saltwater #3/0; eyes: bead chain eyes; thread: 140d chartreuse; tail: chartreuse marabou; body: chartreuse chenille; wing: chartreuse bucktail,
Clouser Craw (Olive) #4,Streamer,bass,hook: streamer #4; eyes: lead dumbbell eyes; thread: 140d olive; claws: olive rabbit zonker; body: olive dubbing; shellback: olive rabbit zonker,
Galloup's Craw #6,Streamer,bass,hook: streamer #6; eyes: lead dumbbell eyes; thread: 140d rust; claws: rust rabbit zonker; body: rust dubbing,
Gummy Minnow #2,Streamer,saltwater,hook: saltwater #2; body: sili skin; eyes: 3d eyes,
EP Peanut Butter #1/0,Streamer,saltwater;bass,hook: saltwater #1/0; thread: 140d tan; body: EP fibers (tan/white/olive); eyes: 3d eyes,
Seaducer (Red/White) #1/0,Streamer,saltwater,hook: saltwater #1/0; thread: 140d red; tail: red saddle hackles; body: white saddle hackles (palmered),
Bimini Cricket #8,Dry,saltwater,hook: saltwater #8; thread: 6/0 black; body: black foam; legs: black rubber legs,
Turneffe Crab #2,Streamer,saltwater,hook: saltwater #2; eyes: lead dumbbell eyes; thread: 140d tan; claws: tan craft fur; body: tan dubbing; legs: silicone legs tan,
Borski's Bonefish Slider #6,Streamer,saltwater,hook: saltwater #6; eyes: bead chain eyes; thread: 140d tan; tail: tan craft fur; body: spun deer hair tan,
Coulee Scapegoat Scud #16,Nymph,trout,hook: scud #16; thread: 8/0 olive; shellback: olive scud back; body: olive dubbing; legs: antron yarn white,
Hippie Stomper (Purple) #14,Dry,trout,hook: dry #14; thread: 8/0 purple; body: purple holographic tinsel; underwing: krystal flash; wing: elk hair; legs: rubber legs purple; indicator: orange foam,
Pink Pookie #10,Nymph,salmon;steelhead,hook: egg #10; thread: 6/0 pink; body: chenille pink; wing: white marabou,
Moal Leech (Black) #2,Streamer,steelhead,hook: intruder shank; hook: octopus #2; thread: 140d black; tail: black rabbit strip; body: polar chenille black; collar: black marabou,
Prom Dress (Blue) #4,Streamer,steelhead,hook: streamer #4; thread: 6/0 black; body: blue flashabou; hackle: blue schlappen,
Skeena Intruder (Black/Blue) #2,Streamer,steelhead,hook: intruder shank; hook: octopus #2; thread: 140d black; tail: blue schlappen; body: black dubbing; hackle: black schlappen; wing: blue marabou,
Hang-Down Craw #6,Streamer,bass,hook: jig #6; eyes: dumbbell nickel; thread: 140d olive; claws: olive rabbit zonker; body: olive chenille,
Murrin's Mouse #2,Topwater,trout;bass,hook: streamer #2; thread: GSP 200 black; body: spun deer hair black; tail: leather strip,
Lynch's Double D Streamer #2,Streamer,trout,shank: articulated; hook: streamer #2; thread: 140d olive; tail: olive marabou; body: olive schlappen; head: spun deer hair olive,
Schmidt's Double Deceiver #2/0,Streamer,pike;muskie,hook: articulated shank; hook: streamer #2/0; thread: GSP 200 white; tail: white saddle hackles; body: polar chenille; wing: white saddle hackles,
Game Changer (White) #1/0,Streamer,bass;pike;muskie,shank: articulated (3); hook: streamer #1/0; thread: GSP 200 white; body: white synthetic fibers,
Feather Duster #6/0,Streamer,muskie,hook: muskie #6/0; thread: GSP 200 black; tail: magnum rabbit strip black; body: polar chenille black; head: bucktail black (reverse tied),
Dally's Big Johnson (White/Red) #2,Streamer,trout,shank: articulated; hook: streamer #2; thread: 140d red; tail: white marabou; body: white chenille; head: red spun deer hair,
White River Deceiver #2,Streamer,trout,hook: streamer #2; thread: 140d white; tail: white marabou; flash: flashabou pearl; body: pearl estaz; wing: white saddle hackles,
Taneycomo Miracle Scud #18,Nymph,trout,hook: scud #18; thread: 8/0 tan; body: tan dubbing; rib: fine copper wire; shellback: thin skin tan,
Current River Craw #4,Streamer,bass,hook: streamer #4; eyes: lead dumbbell eyes; thread: 140d olive; claws: olive rabbit zonker; antenna: rubber legs brown; body: olive chenille,
Jacks Fork Goggle-Eye Gurgler #6,Topwater,bass;panfish,hook: streamer #6; thread: 140d black; tail: black marabou; body: black foam; shell: black foam,
Lake of the Ozarks Gizzard Shad #1/0,Streamer,bass,hook: streamer #1/0; thread: GSP 200 white; body: silver braid; wing: white bucktail; flash: silver flashabou; eyes: 3d eyes,
Table Rock Chomper #2/0,Streamer,bass,hook: articulated shank; hook: streamer #2/0; thread: 140d chartreuse; tail: chartreuse marabou; body: polar chenille chartreuse; head: spun deer hair chartreuse,
Grand River Carp Cruncher #8,Nymph,carp,hook: carp hook #8; eyes: bead chain eyes; thread: 140d brown; tail: brown rabbit fur; body: brown dubbing,
Mississippi Mud Cat #2,Streamer,catfish,hook: streamer #2; thread: 140d black; tail: black marabou; body: black chenille; head: sculpin wool black,
Drury's Devil Diver #2,Streamer,trout;bass,hook: streamer #2; thread: GSP 200 black; tail: black marabou; body: black spun deer hair,
Super Trico #24,Dry,trout,hook: dry #24; thread: 16/0 black; tail: white microfibetts; body: black thread; wing: white poly yarn,
Pink Lightning Bug #16,Nymph,trout,hook: nymph #16; bead: pink tungsten bead; thread: 8/0 pink; tail: pheasant tail fibers; body: pink flashabou; thorax: pink ice dub,
Tungsten Torpedo (Sulphur) #16,Nymph,trout,hook: jig #16; bead: gold slotted tungsten bead; thread: 8/0 yellow; body: sulphur dubbing; shellback: thin skin yellow; hot spot: orange thread,
Galloup's Barely Legal (Black) #2,Streamer,trout,hook: articulated shank; hook: streamer #2; thread: 140d black; tail: black marabou; body: polar chenille black; wing: black schlappen,
Schultzy's S3 Sculpin #2,Streamer,trout;bass,hook: sculpin helmet #2; thread: 140d olive; tail: olive rabbit strip; body: olive dubbing; fins: olive schlappen,
Pulsating Pike Pattern #6/0,Streamer,pike;muskie,hook: saltwater #6/0; thread: GSP 200 red; tail: red marabou; body: red polar chenille; wing: red bucktail,
Musky Attractor #8/0,Streamer,muskie,hook: muskie #8/0; thread: GSP 200 chartreuse; tail: chartreuse magnum rabbit strip; flash: chartreuse flashabou; body: chartreuse estaz; head: chartreuse spun deer hair,
CDC & Elk (tan) #14,Dry,trout,hook: dry #14; thread: 8/0 brown; body: hare's ear dubbing tan; wing: cdc natural; wing: elk hair,https://www.flytyer.com/cdc-elk/
CDC & Elk (olive) #16,Dry,trout,hook: dry #16; thread: 8/0 olive; body: superfine dubbing olive; wing: cdc natural; overwing: elk hair,https://www.flytyer.com/cdc-elk/
CDC & Elk (caddis green) #14,Dry,trout,hook: dry #14; thread: 8/0 tan; body: caddis green dubbing; wing: cdc natural; overwing: elk hair,https://www.flytyer.com/cdc-elk/
X-Caddis (tan) #14,Dry,trout,hook: dry #14; thread: 8/0 tan; shuck: zelon amber; body: dubbing tan; wing: comparadun deer hair,https://charliesflybox.com/flies/x-caddis-fly-tying-recipe/
X-Caddis (olive) #16,Dry,trout,hook: dry #16; thread: 8/0 olive; shuck: zelon brown; body: dubbing olive; wing: comparadun deer hair,https://charliesflybox.com/flies/x-caddis-fly-tying-recipe/
Klinkhåmer Special (olive) #14,Dry,trout,hook: curved #14; thread: 8/0 gray; post: white poly yarn; body: superfine dubbing olive; hackle: grizzly; thorax: peacock herl,https://www.intheriffle.com/fly-tying-klinkhammer-special/
Klinkhåmer Special (black) #16,Dry,trout,hook: curved #16; thread: 8/0 black; post: white poly yarn; body: superfine dubbing black; hackle: grizzly; thorax: peacock herl,https://www.intheriffle.com/fly-tying-klinkhammer-special/
Duracell (copper) #16,Nymph,trout,hook: jig #16; bead: slotted tungsten 2.5mm copper; tail: coq de leon; body: micro polar chenille brown; rib: copper wire; collar: hare's ear dubbing; hot spot: orange thread,https://www.flyfishfood.com/blogs/recipes/the-duracell
Duracell (black) #18,Nymph,trout,hook: jig #18; bead: slotted tungsten 2.0mm copper; tail: coq de leon; body: micro polar chenille black; rib: copper wire; collar: hare's ear dubbing; hot spot: orange thread,https://www.flyfishfood.com/blogs/recipes/the-duracell
Spanish Bullet (BWO) #16,Nymph,trout,hook: jig #16; bead: slotted tungsten 2.5mm silver; tail: coq de leon; body: thread olive; rib: fine wire silver; coat: uv resin; hot spot: orange thread,https://www.ginkandgasoline.com/fly-fishing/fly-tying-the-spanish-bullet-nymph/
Spanish Bullet (dark) #18,Nymph,trout,hook: jig #18; bead: slotted tungsten 2.0mm silver; tail: coq de leon; body: thread black; rib: fine wire silver; coat: uv resin; hot spot: orange thread,https://www.ginkandgasoline.com/fly-fishing/fly-tying-the-spanish-bullet-nymph/
Snowcone Chironomid (black/white) #16,Nymph,trout,hook: midge #16; bead: glass bead white; thread: 8/0 black; rib: fine silver wire; gills: antron white,https://www.flyfishfood.com/blogs/how-to-tie/how-to-tie-the-snow-cone-chronomid
Snowcone Chironomid (red/white) #16,Nymph,trout,hook: midge #16; bead: glass bead white; thread: 8/0 red; rib: fine silver wire; gills: antron white,https://www.flyfishfood.com/blogs/how-to-tie/how-to-tie-the-snow-cone-chronomid
Balanced Leech (black) #8,Streamer/Stillwater,trout,hook: jig #8; bead: slotted tungsten 4.0mm black; pin: sewing pin; tail: black marabou; body: black rabbit dubbing; rib: wire silver,https://www.stillwaterflyfishingstore.com/blogs/news/balanced-leech
Balanced Leech (olive) #8,Streamer/Stillwater,trout,hook: jig #8; bead: slotted tungsten 4.0mm copper; pin: sewing pin; tail: olive marabou; body: olive rabbit dubbing; rib: wire copper,https://www.stillwaterflyfishingstore.com/blogs/news/balanced-leech
Balanced Leech (wine) #8,Streamer/Stillwater,trout,hook: jig #8; bead: slotted tungsten 4.0mm gold; pin: sewing pin; tail: marabou wine; body: rabbit dubbing wine; rib: wire gold,https://www.stillwaterflyfishingstore.com/blogs/news/balanced-leech
Foam Arse Blob (orange) #10,Streamer/Stillwater,trout,hook: nymph #10; thread: 8/0 orange; tail: foam ball orange; body: blob fritz orange; rib: mono,https://www.flyfishfood.com/blogs/how-to-tie/blob-flies
Booby (chartreuse) #8,Streamer/Stillwater,trout,hook: streamer #8; thread: 140d chartreuse; eyes: foam booby; tail: chartreuse marabou; body: pearl estaz,https://www.flyfishfood.com/blogs/how-to-tie/how-to-tie-the-booby-fly
Hoh Bo Spey (black/blue) #2,Streamer,steelhead,shank: intruder; hook: octopus #2; thread: 140d black; wing: black marabou; hackle: black schlappen; flash: blue flashabou,https://www.intheriffle.com/fly-tying-hoh-bo-spey/
Panfish Polecat (black) #8,Streamer,panfish;bass,hook: streamer #8; thread: 140d black; tail: black marabou; body: pearl estaz; legs: rubber legs black,https://www.panfishonthefly.com/fly-recipes/panfish-polecat-fly-recipe/
Panfish Polecat (chartreuse) #8,Streamer,panfish;bass,hook: streamer #8; thread: 140d chartreuse; tail: chartreuse marabou; body: chartreuse estaz; legs: rubber legs chartreuse,https://www.panfishonthefly.com/fly-recipes/panfish-polecat-fly-recipe/
Two Bit Stone (golden) #12,Nymph/Stonefly,trout,hook: nymph #12 2xl; beads: gold tungsten (2); tail: goose biots brown; body: golden stone dubbing; rib: gold wire; wingcase: thin skin brown; legs: rubber legs brown,https://charliesflybox.com/flies/two-bit-stone/
Juju Baetis (brown) #18,Nymph/Emerger,trout,hook: midge #18; thread: 8/0 brown; tail: coq de leon; body: brown super hair; rib: white super hair; wingcase: pearl flashabou; thorax: brown dubbing,https://charliesflybox.com/flies/juju-baetis/
Hare's Ear Nymph #14,Nymph,trout,hook: nymph #14; thread: 6/0 tan; tail: hare's mask guard hairs; rib: fine wire gold; body: hare's ear dubbing; wingcase: turkey mottled; legs: partridge,https://charliesflybox.com/learn-to-fly-fish/fly-tying/hare-s-ear-nymph/
Pheasant Tail Nymph #16,Nymph,trout,hook: nymph #16; thread: 8/0 brown; tail: pheasant tail fibers; rib: fine copper wire; body: pheasant tail fibers; wingcase: pheasant tail fibers; thorax: peacock herl,https://charliesflybox.com/learn-to-fly-fish/fly-tying/pheasant-tail-nymph/
Prince Nymph (beadless) #14,Nymph,trout,hook: nymph #14; thread: 6/0 black; tail: white goose biots; body: peacock herl; rib: oval gold tinsel; hackle: brown hen saddle; wing: white goose biots,https://charliesflybox.com/learn-to-fly-fish/fly-tying/prince-nymph/
Two-Bit Hooker (brown) #16,Nymph,trout,hook: nymph #16; bead: gold 2.5mm; second bead: gold 2.0mm; thread: 8/0 brown; tail: coq de leon; body: brown dubbing; rib: copper wire; wingcase: flashback,https://charliesflybox.com/learn-to-fly-fish/fly-tying/two-bit-hooker/
Duracell Jig #14,Nymph,trout,hook: jig #14; bead: slotted tungsten 3.0mm copper; thread: 8/0 brown; tail: coq de leon; body: tan dubbing (sparkle/ice); rib: fine copper wire; thorax: hare's ear dubbing,https://flyfishfood.com/blogs/recipes/duracell
Spanish Bullet (olive) #16,Nymph,trout,hook: jig #16; bead: slotted tungsten 2.5mm silver; thread: 8/0 olive; tail: coq de leon; body: resin over thread olive; hot spot: orange thread,https://www.flydreamers.com/en/fly-tying/spanish-bullet-perdigon-fly-tying-step-by-step/354
Juju PMD #18,Nymph/Emerger,trout,hook: midge #18; thread: 8/0 yellow; tail: microfibetts; body: pearl tinsel; rib: fine copper wire; wingcase: pearl flashabou; thorax: yellow dubbing,https://flyfishfood.com/products/juju-pmd
Shop Vac #16,Nymph,trout,hook: nymph #16; bead: gold 2.5mm; thread: 8/0 white; tail: white zelon; body: pearl flashabou; wingcase: pearl flashabou; thorax: peacock herl,https://www.orvis.com/shop-vac/1Y4Y.html
Utah Wire Worm (red) #8,Nymph,trout,hook: nymph #8 2xl; thread: 6/0 red; body: red wire (medium); head: red thread,https://charliesflybox.com/learn-to-fly-fish/fly-tying/utah-wire-worm/
LaFontaine Sparkle Pupa (olive) #14,Nymph/Emerger,trout,hook: caddis #14; thread: 8/0 olive; body: antron green; bubble: antron; wing: elk hair,https://www.flypatterns.org/patterns/1156-lafontaine-sparkle-pupa
Klinkhåmer (BWO) #16,Dry,trout,hook: curved #16; thread: 8/0 olive; tail: microfibetts; abdomen: superfine dubbing olive; post: white poly yarn; hackle: dun; thorax: peacock herl,https://globalflyfisher.com/patterns-tie-better/tying-the-klinkhamer
X-Caddis (olive) #16,Dry,trout,hook: dry #16; thread: 8/0 olive; shuck: zelon shuck; body: superfine dubbing olive; wing: elk hair,https://www.flytyingforum.com/index.php?/topic/73553-x-caddis/
Quigley Cripple (PMD) #16,Dry/Emerger,trout,hook: dry #16; thread: 8/0 yellow; tail: shuck antron tan; body: pmd superfine dubbing; wing: comparadun deer hair; hackle: dun,https://troutbitten.com/2016/09/07/fly-box-quigley-cripple/
Parachute PMD #16,Dry,trout,hook: dry #16; thread: 8/0 yellow; tail: microfibetts; body: pmd superfine dubbing; post: white poly yarn; hackle: dun,https://troutbitten.com/2016/09/07/fly-box-quigley-cripple/
